"PWS ID","PWS Name","Primacy Agency","Owner Type","Primary Source","Population Served Count","Address Line1","Address Line2","City Name","State Code","Zip Code","First Reported Date","Last Reported Date"
"OH0801011","MOUNT ORAB VILLAGE PWS","Ohio","Local government","Surface water","6,607","211 SOUTH HIGH ST","PO BOX 466","MOUNT ORAB","OH","45154","30-JAN-1981","26-JUN-2018"
"NC0496015","MOUNT OLIVE, TOWN OF","North Carolina","Local government","Ground water","5,790","PO BOX 939","-","MOUNT OLIVE","NC","28365","12-MAR-1980","28-JUN-2018"
"IL1170700","MOUNT OLIVE","Illinois","Local government","Surface water","2,150","VILLAGE HALL","215 EAST MAIN STREET","MOUNT OLIVE","IL","62069","13-FEB-1981","13-JUN-2018"
"WV3303405","WILDERNESS PSD","West Virginia","Local government","Surface water","4,475","-","PO BOX 37","MOUNT NEBO","WV","26679","20-JAN-1981","22-MAY-2018"
"MI0004520","MOUNT MORRIS, CITY OF","Michigan","Local government","Surface water purchased","3,086","11649 North Saginaw Street","-","MOUNT MORRIS","MI","48458","03-FEB-1981","26-JUN-2018"
"NY5903437","MOUNT KISCO WATER DEPARTMENT","New York","Local government","Surface water","9,600","VILLAGE HALL - 104 Main Street","-","MOUNT KISCO","NY","10549","29-JAN-1981","20-JUN-2018"
"TN0000743","WEST WILSON UTILITY DISTRICT","Tennessee","Local government","Surface water","68,879","P.O. BOX 97","-","MOUNT JULIET","TN","37122","08-MAR-1979","15-MAY-2018"
"PA7360091","MT JOY BORO AUTH","Pennsylvania","Local government","Groundwater under influence of surface water","14,150","21 EAST MAIN STREET PO BOX 25","-","MOUNT JOY","PA","17552","12-FEB-1979","28-JUN-2018"
"VA6107450","MIDDLEBURG, TOWN OF","Virginia","Local government","Ground water","803","5790 MAIN STREET","P. O. Box 525","MOUNT JACKSON","VA","22842","10-FEB-1979","22-MAY-2018"
"VA2171575","TOWN OF MOUNT JACKSON","Virginia","Local government","Ground water","1,864","5901 Main Street","P.O. Box 487","MOUNT JACKSON","VA","22842","10-FEB-1979","22-MAY-2018"
"AR0000392","MOUNT IDA WATERWORKS","Arkansas","Local government","Surface water purchased","3,218","P O BOX 239","-","MOUNT IDA","AR","71957","29-MAR-1979","18-JUN-2018"
"WI1130247","MT HOREB WATERWORKS","Wisconsin","Local government","Ground water","6,609","138 E MAIN ST","-","MOUNT HOREB","WI","53572-2138","28-JAN-1981","14-JUN-2018"
"KS2017319","MOUNT HOPE, CITY OF","Kansas","Local government","Ground water","807","112 W MAIN","PO BOX 10","MOUNT HOPE","KS","67108","13-APR-1979","29-JUN-2018"
"AR0000001","MARYSVILLE WATER ASSOCIATION","Arkansas","Local government","Ground water","729","P O BOX 106","-","MOUNT HOLLY","AR","71758","29-MAR-1979","18-JUN-2018"
"NJ0333002","MOBILE ESTATES OF SOUTHA","New Jersey","Private","Ground water","700","PO BOX 563","-","MOUNT HOLLY","NJ","08060","01-MAR-1980","21-JUN-2018"
"NC0136020","MOUNT HOLLY, CITY OF","North Carolina","Local government","Surface water","17,216","PO BOX 406","-","MOUNT HOLLY","NC","28120","12-MAR-1980","28-JUN-2018"
"MA1106002","NORTHFIELD MT HERMON SCHOOL","Massachusetts","Private","Ground water","750","ONE LAMPLIGHTER WAY","-","MOUNT HERMON","MA","01354","26-FEB-1979","18-JUN-2018"
"CA4410008","MT. HERMON ASSOCIATION, INC.","California","Private","Ground water","2,250","PO BOX 413","-","MOUNT HERMON","CA","95041","22-MAR-1979","17-MAY-2018"
"MA1217001","EAST NORTHFIELD WATER CO","Massachusetts","Private","Surface water","726","ONE LAMPLIGHTER WAY","-","MOUNT HERMON","MA","01354","26-FEB-1979","18-JUN-2018"
"OH5900712","MT GILEAD VILLAGE PWS","Ohio","Local government","Ground water","3,660","72 W HIGH ST","-","MOUNT GILEAD","OH","43338","30-JAN-1981","26-JUN-2018"
"TX2010023","MT ENTERPRISE WSC","Texas","Local government","Ground water","2,100","PO BOX 368","-","MOUNT ENTERPRISE","TX","75681-0368","14-MAR-1980","18-JUN-2018"
"FL3350858","MOUNT DORA, CITY OF (2 WPS)","Florida","Local government","Ground water","33,170","1250 N HIGHLAND ST","-","MOUNT DORA","FL","32757","10-FEB-1979","18-MAY-2018"
"CO0126190","MOUNT CRESTED BUTTE WSD","Colorado","Local government","Surface water","3,296","-","PO BOX 5740","MOUNT CRESTED BUTTE","CO","81225","20-MAR-1979","15-MAY-2018"
"MI0004510","MOUNT CLEMENS, CITY OF","Michigan","Local government","Surface water","18,405","City of Mount Clemens WTP","36570 Jefferson","MOUNT CLEMENS","MI","48045","03-FEB-1981","26-JUN-2018"
"TX1090017","BIROME WSC","Texas","Local government","Ground water","1,590","RR 1 BOX 73","-","MOUNT CALM","TX","76673-9605","14-MAR-1980","18-JUN-2018"
"GA1150003","BERRY COLLEGE","Georgia","Private","Surface water","2,200","POB 490339","-","MOUNT BERRY","GA","30149-0339","12-MAR-1980","04-MAY-2018"
"CA3600262","SNOWCREST HEIGHTS IMP ASSOC","California","Private","Ground water","600","PO Box 351","-","MOUNT BALDY","CA","91759","27-JUN-1980","17-MAY-2018"
"IA8055014","MOUNT AYR WATER TREATMENT PLANT","Iowa","Local government","Surface water purchased","1,753","ATTN BRENT WISE WATER SUPT","200 S TAYLOR","MOUNT AYR","IA","50854","27-FEB-1979","29-JUN-2018"
"NJ1426002","MOUNT ARLINGTON DPW KADEL SYS","New Jersey","Local government","Ground water purchased","1,053","419 HOWARD BLVD","-","MOUNT ARLINGTON","NJ","07879","01-MAR-1980","21-JUN-2018"
"OR4100544","MOUNT ANGEL, CITY OF","Oregon","Local government","Ground water","3,450","PO BOX 960","-","MOUNT ANGEL","OR","97362","12-MAR-1979","05-JUN-2018"
"MD0060007","TOWN OF MOUNT AIRY","Maryland","Local government","Ground water","8,631","TOWN ADMINISTRATOR","PO BOX 50","MOUNT AIRY","MD","21771-0050","21-JAN-1982","31-MAY-2018"
"GA1370005","MOUNT AIRY","Georgia","Local government","Ground water","1,384","POB 257","-","MOUNT AIRY","GA","30563-0257","12-MAR-1980","04-MAY-2018"
"NC0286010","MOUNT AIRY, CITY OF","North Carolina","Local government","Surface water","10,319","PO BOX 70","-","MOUNT AIRY","NC","27030","12-MAR-1980","28-JUN-2018"
"AL0000651","MOUNDVILLE WATER WORKS","Alabama","Local government","Ground water","4,200","P.O. Box 98","-","MOUNDVILLE","AL","35474","05-MAR-1980","11-MAY-2018"
"WV3302607","MARSHALL COUNTY PSD 2","West Virginia","Local government","Ground water","1,601","-","282 RODRIGUEZ LANE","MOUNDSVILLE","WV","26041","27-MAR-1979","22-MAY-2018"
"WV3302611","MOUNDSVILLE","West Virginia","Local government","Ground water","11,999","-","20 SAMS DRIVE","MOUNDSVILLE","WV","26041","27-MAR-1979","22-MAY-2018"
"WV3302608","MARSHALL COUNTY PSD 3","West Virginia","Local government","Ground water purchased","2,694","-","7088 FAIRMONT PIKE ROAD","MOUNDSVILLE","WV","26041","27-MAR-1979","22-MAY-2018"
"OK1020405","CREEK CO RWD # 7","Oklahoma","Local government","Surface water","2,100","Jon Robin Rupert","P.O. BOX 318","MOUNDS","OK","74047","11-MAR-1980","28-JUN-2018"
"OK3005611","OKMULGEE CO. RWD #6 (HECTORVILLE)","Oklahoma","Local government","Surface water purchased","8,170","Mr. Rick Boone, General Manager/Operator","P.O. Box 340","MOUNDS","OK","74047","11-MAR-1980","28-JUN-2018"
"IL1530150","MOUNDS","Illinois","Local government","Ground water purchased","1,174","MOUNDS CITY SUPERINTENDENT","501 1st STREET","MOUNDS","IL","62964","13-FEB-1981","13-JUN-2018"
"KS2011304","MOUNDRIDGE, CITY OF","Kansas","Local government","Ground water","1,737","225 S CHRISTIAN","PO BOX 636","MOUNDRIDGE","KS","67107","13-APR-1979","29-JUN-2018"
"KS2012506","MONTGOMERY CO RWD 6","Kansas","Local government","Surface water purchased","1,092","572 15000 RD","-","MOUND VALLEY","KS","67354","13-APR-1979","29-JUN-2018"
"KS2009912","LABETTE CO RWD 7","Kansas","Local government","Surface water purchased","540","857 17000 RD","-","MOUND VALLEY","KS","67354","13-APR-1979","29-JUN-2018"
"KS2010707","LINN CO RWD 2","Kansas","Local government","Surface water purchased","1,960","523 MAIN","PO BOX 244","MOUND CITY","KS","66056","13-APR-1979","29-JUN-2018"
"IL1530100","MOUND CITY","Illinois","Local government","Ground water","588","CITY HALL","204 MAIN STREET","MOUND CITY","IL","62963","13-FEB-1981","13-JUN-2018"
"MO1010548","MOUND CITY PWS","Missouri","Local government","Ground water","1,295","205 E 5TH ST","PO BOX 215","MOUND CITY","MO","64470-0000","07-MAR-1980","29-JUN-2018"
"KS2010709","MOUND CITY, CITY OF","Kansas","Local government","Surface water purchased","680","112 S 2ND","PO BOX 332","MOUND CITY","KS","66056","13-APR-1979","29-JUN-2018"
"MS0060013","CITY OF MOUND BAYOU","Mississippi","Local government","Ground water","2,025","P O BOX 680","-","MOUND BAYOU","MS","38762","28-FEB-1979","28-JUN-2018"
"GA0710021","SPENCEFIELD AIRPORT","Georgia","Local government","Ground water","585","POB 3368","-","MOULTRIE","GA","31776-3368","12-MAR-1980","04-MAY-2018"
"GA0710004","MOULTRIE","Georgia","Local government","Ground water","14,361","POB 3368","-","MOULTRIE","GA","31776-3368","12-MAR-1980","04-MAY-2018"
"NH1612010","PARADISE SHORES","New Hampshire","Private","Ground water","1,881","PO BOX 389","-","MOULTONBOROUGH","NH","03254","08-MAR-1979","26-APR-2018"
"IA0472012","MOULTON WATER DEPARTMENT","Iowa","Local government","Surface water purchased","605","ATTN ROGER HOUSER WATER SUPERINTENDENT","111 S MAIN","MOULTON","IA","52572","27-FEB-1979","29-JUN-2018"
"AL0000801","WEST LAWRENCE WATER COOP","Alabama","Local government","Surface water purchased","14,562","1483 COUNTY ROAD 59","1483 COUNTY ROAD 59","MOULTON","AL","35650","05-MAR-1980","11-MAY-2018"
"TX1430002","CITY OF MOULTON","Texas","Local government","Ground water","886","PO BOX 369","-","MOULTON","TX","77975-0369","14-MAR-1980","18-JUN-2018"
"AL0000798","MOULTON WATER WORKS BOARD","Alabama","Local government","Surface water","7,440","-","14220 COURT ST","MOULTON","AL","35650","05-MAR-1980","11-MAY-2018"
"ND2100704","MOTT CITY OF","North Dakota","Local government","Surface water purchased","721","202 E 3RD ST","PO BOX 116","MOTT","ND","58646","13-FEB-1979","25-JUN-2018"
"WA5356350","MOSSYROCK PUBLIC UTILITY, CITY OF","Washington","Local government","Ground water","1,553","PO BOX 96","-","MOSSYROCK","WA","98564","07-FEB-1981","22-JUN-2018"
"MS0300008","CITY OF MOSS POINT","Mississippi","Local government","Ground water","17,136","4320 MCINNIS STREET","-","MOSS POINT","MS","39563","28-FEB-1979","28-JUN-2018"
"TN0000573","NORTHWEST CLAY COUNTY UTILITY","Tennessee","Local government","Surface water","3,948","P.O. BOX 7","-","MOSS","TN","38575","08-MAR-1979","15-MAY-2018"
"TN0000478","MOSHEIM UTILITY DISTRICT","Tennessee","Local government","Surface water purchased","1,845","1000 MAIN STREET","-","MOSHEIM","TN","37818","08-MAR-1979","15-MAY-2018"
"MS0340009","MOSELLE WATER ASSOCIATION","Mississippi","Public/Private","Ground water","2,711","PO BOX 41","-","MOSELLE","MS","39459","28-FEB-1979","28-JUN-2018"
"MS0340019","SOUTHWEST JONES W/A-NORTH","Mississippi","Public/Private","Ground water","5,395","2941 MONROE ROAD","-","MOSELLE","MS","39459","28-FEB-1979","28-JUN-2018"
"MO6010547","MOSCOW MILLS PWS","Missouri","Local government","Ground water","2,503","500 HWY MM","PO BOX 36","MOSCOW MILLS","MO","63362-0000","07-MAR-1980","29-JUN-2018"
"ID2290023","MOSCOW WATER DEPT","Idaho","Local government","Ground water","24,499","201 N MAIN ST","-","MOSCOW","ID","83843","13-MAR-1980","01-JUN-2018"
"TX1870008","MOSCOW WSC 1","Texas","Local government","Ground water","985","PO BOX 250","-","MOSCOW","TX","75960-0250","14-MAR-1980","18-JUN-2018"
"ID2290042","UNIVERSITY OF IDAHO","Idaho","State government","Ground water","8,589","C/O UNIVERSITY OF IDAHO","875 PERIMETER DR MS2281","MOSCOW","ID","83843","13-MAR-1980","01-JUN-2018"
"TN0000477","MOSCOW WATER DEPT","Tennessee","Local government","Ground water","808","14075 HIGHWAY 57, P.O. BOX 185","-","MOSCOW","TN","38057","08-MAR-1979","15-MAY-2018"
"TX1870105","TEMPE WSC 1","Texas","Local government","Ground water","1,704","RR 1 BOX 75","-","MOSCOW","TX","75960-9701","14-MAR-1980","18-JUN-2018"
"NC0304040","MORVEN WATER SYSTEM","North Carolina","Local government","Surface water purchased","512","PO BOX 295","-","MORVEN","NC","28119","24-JAN-1981","28-JUN-2018"
"GA0270001","MORVEN","Georgia","Local government","Ground water","567","P.O.  BOX 250","-","MORVEN","GA","31638-0250","12-MAR-1980","04-MAY-2018"
"KY0540269","MORTONS GAP WATER DEPARTMENT","Kentucky","Local government","Surface water purchased","1,485","102 S MAIN ST","-","MORTONS GAP","KY","42440","10-FEB-1979","16-MAY-2018"
"IL0311950","MORTON GROVE","Illinois","Local government","Surface water purchased","23,519","7840 NAGLE AVE","-","MORTON GROVE","IL","60053","13-FEB-1981","13-JUN-2018"
"IL1790500","MORTON","Illinois","Local government","Ground water","17,000","VILLAGE HALL","120 NORTH MAIN STREET, P.O. BOX 28","MORTON","IL","61550-0028","13-FEB-1981","13-JUN-2018"
"MS0620005","HOMESTEAD WATER ASSOCIATION","Mississippi","Public/Private","Ground water","1,710","P O BOX 327","-","MORTON","MS","39117","28-FEB-1979","28-JUN-2018"
"MS0620009","CITY OF MORTON","Mississippi","Local government","Ground water","6,000","P O BOX 555","-","MORTON","MS","39117","28-FEB-1979","28-JUN-2018"
"TX0400001","CITY OF MORTON","Texas","Local government","Ground water","2,025","201 E WILSON AVE","-","MORTON","TX","79346-2650","14-MAR-1980","18-JUN-2018"
"MS0650007","TOWN OF POLKVILLE-WATER DEPT","Mississippi","Public/Private","Ground water","948","6606 HWY 13 POLKVILLE","-","MORTON","MS","39117","28-FEB-1979","28-JUN-2018"
"MS0620007","L & F WATER ASSOCIATION","Mississippi","Public/Private","Ground water","1,533","209 FAIRGROUNDS ROAD","-","MORTON","MS","39117","28-FEB-1979","28-JUN-2018"
"WA5356250","MORTON CITY OF","Washington","Local government","Surface water","2,147","PO BOX 1089","-","MORTON","WA","98356","07-FEB-1981","22-JUN-2018"
"MS0650013","WHITE OAK WATER ASSOCIATION","Mississippi","Public/Private","Ground water","752","239 CR 131","-","MORTON","MS","39117","28-FEB-1979","28-JUN-2018"
"LA1001006","VILLAGE OF MORSE WATER SYSTEM","Louisiana","Local government","Ground water","865","-","PO BOX 36","MORSE","LA","70559","06-MAR-1980","13-JUN-2018"
"LA1097009","MORROW WATER SYSTEM INC","Louisiana","Private","Ground water","1,653","Morrow Water System","PO Box 271","MORROW","LA","71356","06-MAR-1980","13-JUN-2018"
"OH8300912","MORROW VILLAGE PWS","Ohio","Local government","Ground water","2,200","150 E PIKE ST","-","MORROW","OH","45152","30-JAN-1981","26-JUN-2018"
"GA0630000","CLAYTON COUNTY WATER AUTHORITY","Georgia","Local government","Surface water","270,000","1600 BATTLE CREEK RD.","-","MORROW","GA","30260","12-MAR-1980","04-MAY-2018"
"CA4010011","MORRO BAY PW DEPT - WATER DIVISION","California","Local government","Surface water purchased","10,234","955 Shasta Avenue","-","MORRO BAY","CA","93442","22-MAR-1979","17-MAY-2018"
"PA1090037","MORRISVILLE MUNIC AUTHORITY","Pennsylvania","Local government","Surface water","13,342","35 UNION STREET","-","MORRISVILLE","PA","19067","12-FEB-1979","28-JUN-2018"
"NY2603521","MORRISVILLE VILLAGE","New York","Local government","Ground water","2,199","P.O. Box 955","-","MORRISVILLE","NY","13408","29-JAN-1981","20-JUN-2018"
"VT0005160","MORRISVILLE WATER AND LIGHT","Vermont","Local government","Ground water","2,935","-","857 ELMORE ST","MORRISVILLE","VT","05661-8408","18-JUN-1981","23-MAY-2018"
"TN0000650","WITT UTILITY DISTRICT","Tennessee","Local government","Surface water","5,189","P.O. BOX 486","-","MORRISTOWN","TN","37815-0486","08-MAR-1979","15-MAY-2018"
"IN5273003","MORRISTOWN WATER DEPARTMENT","Indiana","Local government","Ground water","1,218","418 West Main Street","-","MORRISTOWN","IN","46161","21-JAN-1981","13-JUN-2018"
"TN0000474","MORRISTOWN WATER SYSTEM","Tennessee","Local government","Surface water","36,496","1833 WALTERS DR.","-","MORRISTOWN","TN","37814","08-MAR-1979","15-MAY-2018"
"NY4404391","MORRISTOWN VILLAGE","New York","Local government","Surface water","501","PO BOX 249","-","MORRISTOWN","NY","13664","29-JAN-1981","20-JUN-2018"
"IL0210300","MORRISONVILLE","Illinois","Local government","Ground water","1,068","P.O. BOX 18","307 SOUTHEAST SIXTH STREET","MORRISONVILLE","IL","62546","13-FEB-1981","13-JUN-2018"
"CO0130085","MORRISON TOWN OF","Colorado","Local government","Surface water","9,887","321 HWY 8","-","MORRISON","CO","80465","20-MAR-1979","15-MAY-2018"
"TN0000742","WEST WARREN-VIOLA U. D.","Tennessee","Local government","Surface water","15,954","P.O. BOX 218","-","MORRISON","TN","37357","08-MAR-1979","15-MAY-2018"
"IL1950350","MORRISON","Illinois","Local government","Ground water","4,188","200 W. Main","-","MORRISON","IL","61270","13-FEB-1981","13-JUN-2018"
"IL0630600","MORRIS","Illinois","Local government","Ground water","13,926","700 NORTH DIVISION STREET","-","MORRIS","IL","60450","13-FEB-1981","13-JUN-2018"
"OK3005606","OKMULGEE CO. RWD #20","Oklahoma","Local government","Surface water purchased","2,377","Mr. Ben Wiley, System Manger/Operator","P.O. Box 123","MORRIS","OK","74445","11-MAR-1980","28-JUN-2018"
"OK3005610","MORRIS","Oklahoma","Local government","Surface water purchased","1,440","The Honorable Carolyn Haworth, Mayor","501 S. Hughes","MORRIS","OK","74445","11-MAR-1980","28-JUN-2018"
"NY3800153","MORRIS VILLAGE","New York","Local government","Ground water","652","118 Main St.","P.O. BOX 448","MORRIS","NY","13808","29-JAN-1981","20-JUN-2018"
"OK3005602","OKMULGEE CO. RWD #4","Oklahoma","Local government","Surface water purchased","1,913","Mr. Steve Finch, Chairman","20270 Hwy 52","MORRIS","OK","74445","11-MAR-1980","28-JUN-2018"
"AR0000660","CASA WATER DEPT","Arkansas","Local government","Surface water purchased","1,200","P O BOX 208","-","MORRILTON","AR","72110","27-DEC-1982","18-JUN-2018"
"AR0000119","CONWAY CO REGIONAL WATER DIST","Arkansas","Local government","Surface water","18,943","P O BOX 296","-","MORRILTON","AR","72110-0000","29-MAR-1979","18-JUN-2018"
"NE3115708","MORRILL, VILLAGE OF","Nebraska","Local government","Ground water purchased","974","118 S CENTER AVE","PO BOX 305","MORRILL","NE","69358-0305","04-APR-1979","29-JUN-2018"
"IN5256006","MOROCCO WATER DEPARTMENT","Indiana","Local government","Ground water","1,200","P.O. Box 366","-","MOROCCO","IN","47963","21-JAN-1981","13-JUN-2018"
"IL1195250","MORO PWD","Illinois","Local government","Ground water purchased","734","212 N MAIN ST","P.O. Box 123","MORO","IL","62067","13-FEB-1981","13-JUN-2018"
"IA5857011","MORNING SUN WATER DEPARTMENT","Iowa","Local government","Ground water","836","ATTN AARON GIESE WATER SUPT","PO BOX 426","MORNING SUN","IA","52640","27-FEB-1979","29-JUN-2018"
"MO4010945","MORLEY PWS","Missouri","Local government","Ground water","697","104 N KIRKWOOD","PO BOX 339","MORLEY","MO","63767-0000","07-MAR-1980","29-JUN-2018"
"NM3524230","MORIARTY WATER SYSTEM","New Mexico","Local government","Ground water","2,653","201 BROADWAY","PO BOX 130","MORIARTY","NM","87035","12-MAR-1980","21-JUN-2018"
"LA1077025","MORGANZA WATER SYSTEM","Louisiana","Local government","Ground water","1,005","Village of Morganza","P. O. Box 66","MORGANZA","LA","70759","06-MAR-1980","13-JUN-2018"
"WV3303107","CLINTON WATER ASSOC - ROUTE 119","West Virginia","Local government","Surface water purchased","5,295","-","703 GREENBAG ROAD","MORGANTOWN","WV","26505","27-MAR-1979","22-MAY-2018"
"WV3303114","RIVER ROAD PSD","West Virginia","Local government","Surface water purchased","1,842","-","94 UNION CHURCH HOLLOW ROAD","MORGANTOWN","WV","26501","27-MAR-1979","22-MAY-2018"
"WV3303111","MORGANTOWN UTILITY BOARD","West Virginia","Local government","Surface water","58,023","-","P.O. BOX 852","MORGANTOWN","WV","26505","27-MAR-1979","22-MAY-2018"
"PA3060032","VILLAGE OF PLEASANT HILL","Pennsylvania","Private","Ground water","1,200","PO BOX 677","-","MORGANTOWN","PA","19543","12-FEB-1979","28-JUN-2018"
"WV3303106","CHEAT VIEW PSD","West Virginia","Local government","Surface water purchased","8,624","-","1073 CHEAT ROAD","MORGANTOWN","WV","26508","27-MAR-1979","22-MAY-2018"
"PA3060052","CAERNARVON TWP AUTH","Pennsylvania","Local government","Ground water","4,245","601 HEMLOCK ROAD","-","MORGANTOWN","PA","19543","12-FEB-1979","28-JUN-2018"
"IN5255011","MORGANTOWN WATER UTILITY","Indiana","Local government","Ground water","1,125","P.O. Box 416","-","MORGANTOWN","IN","46160","21-JAN-1981","13-JUN-2018"
"IN5220012","UMH IN BROADMORE, LLC AKA BROADMORE ESTA","Indiana","Private","Ground water","972","150 Clay Street, Suite 450","-","MORGANTOWN","WV","26501","21-JAN-1981","13-JUN-2018"
"IN5207001","BROWN COUNTY WATER UTILITY","Indiana","Local government","Ground water","11,300","5130 North State Road 135","-","MORGANTOWN","IN","46160","21-JAN-1981","13-JUN-2018"
"WV3302518","PAW PAW ROUTE 19 PSD","West Virginia","Local government","Surface water purchased","1,249","-","3106 RIVER ROAD","MORGANTOWN","WV","26501","27-MAR-1979","22-MAY-2018"
"KY0160294","MORGANTOWN WATER SYSTEM","Kentucky","Local government","Surface water","2,628","PO BOX 417","-","MORGANTOWN","KY","42261","10-FEB-1979","16-MAY-2018"
"NC0112015","MORGANTON CITY OF","North Carolina","Local government","Surface water","38,845","PO BOX  3448","-","MORGANTON","NC","28680","12-MAR-1980","28-JUN-2018"
"GA1110003","MORGANTON","Georgia","Local government","Ground water","1,768","P.O. Box 157","-","MORGANTON","GA","30560","12-MAR-1980","04-MAY-2018"
"TX0140116","CITY OF MORGANS POINT RESORT","Texas","Local government","Surface water purchased","4,995","8 MORGANS POINT BLVD","-","MORGANS POINT RESORT","TX","76513-6438","14-MAR-1980","18-JUN-2018"
"KY1130433","UNION COUNTY WATER DISTRICT","Kentucky","Local government","Surface water purchased","6,117","PO BOX 146","-","MORGANFIELD","KY","42437","10-FEB-1979","16-MAY-2018"
"KY1130293","MORGANFIELD WATER WORKS","Kentucky","Local government","Surface water","5,170","PO BOX 420","-","MORGANFIELD","KY","42437","10-FEB-1979","16-MAY-2018"
"CA4310006","CITY OF MORGAN HILL","California","Local government","Ground water","41,779","100 Edes Court","-","MORGAN HILL","CA","95037","22-MAR-1979","17-MAY-2018"
"CA4300542","SAN MARTIN COUNTY WATER DISTRICT","California","Local government","Ground water","614","P.O. BOX 1501","-","MORGAN HILL","CA","95038","22-MAR-1979","17-MAY-2018"
"LA1101005","MORGAN CITY WATER SYSTEM","Louisiana","Local government","Surface water","12,703","PO BOX 1218","PO BOX 1218","MORGAN CITY","LA","70381","06-MAR-1980","13-JUN-2018"
"LA1099010","ST MARTIN WATER AND SEWER COMMISSION 1","Louisiana","Local government","Surface water purchased","2,280","ST MARTIN WATER & SEWER COMMISSION NO 1","PO BOX 2384","MORGAN CITY","LA","70381","06-MAR-1980","13-JUN-2018"
"UTAH15008","MORGAN CITY WATER SYSTEM","Utah","Local government","Ground water","3,250","PO BOX 1033","-","MORGAN","UT","84050","13-FEB-1979","14-FEB-2018"
"UTAH15005","HIGHLAND SUBDIVISION (MORGAN)","Utah","Private","Ground water","1,200","6373 GORDON CREEK","-","MORGAN","UT","84050","13-FEB-1979","14-FEB-2018"
"CA3310004","BOX SPRINGS MUTUAL WC","California","Private","Surface water purchased","3,000","21740 Dracaea Ave.","-","MORENO VALLEY","CA","92553","22-MAR-1979","17-MAY-2018"
"AZ0406002","MORENCI WATER ELEC CO CLIFTON","Arizona","Private","Ground water","1,658","-","PO BOX 68","MORENCI","AZ","85540","05-OCT-1979","07-JUN-2018"
"MI0004490","MORENCI","Michigan","Local government","Ground water","2,220","118 Orchard Street","-","MORENCI","MI","49256","03-FEB-1981","26-JUN-2018"
"AZ0406003","MORENCI WATER ELEC CO MAIN","Arizona","Private","Surface water","4,153","-","PO BOX 68","MORENCI","AZ","85540","05-OCT-1979","07-JUN-2018"
"MO4010543","MOREHOUSE PWS","Missouri","Local government","Ground water","972","506 E BEECH","PO BOX 53","MOREHOUSE","MO","63868-0000","07-MAR-1980","29-JUN-2018"
"NC0416015","MOREHEAD CITY, TOWN OF","North Carolina","Local government","Ground water","9,420","706 ARENDELL ST","TOWN OF MOREHEAD CITY","MOREHEAD CITY","NC","28557","12-MAR-1980","28-JUN-2018"
"KY1030480","MOREHEAD STATE UNIVERSITY","Kentucky","State government","Surface water","6,500","U PO BOX 831","-","MOREHEAD","KY","40351","10-FEB-1979","16-MAY-2018"
"KY1030292","MOREHEAD UTILITY PLANT BOARD","Kentucky","Local government","Surface water","9,052","135 S WILSON AVE","-","MOREHEAD","KY","40351","10-FEB-1979","16-MAY-2018"
"KY1030375","ROWAN WATER INC","Kentucky","Private","Surface water purchased","18,765","1765 CHRISTY CREEK","-","MOREHEAD","KY","40351","10-FEB-1979","16-MAY-2018"
"LA1009012","VILLAGE OF MOREAUVILLE WATER SYSTEM","Louisiana","Local government","Ground water purchased","1,343","VILLAGE OF MOREAUVILLE","9898 BAYOU DES GLAISES ST","MOREAUVILLE","LA","71355","06-MAR-1980","13-JUN-2018"
"NY4500177","MOREAU WD #2 (QUEENSBURY)","New York","Local government","Surface water purchased","6,600","-","351 REYNOLDS ROAD","MOREAU","NY","12828","29-JAN-1981","20-JUN-2018"
"NC0197040","MORAVIAN FALLS WATER SYSTEM","North Carolina","Private","Surface water purchased","3,226","PO BOX 785","-","MORAVIAN FALLS","NC","28654","12-MAR-1980","28-JUN-2018"
"IA0467008","MORAVIA PUBLIC WATER SUPPLY","Iowa","Local government","Surface water purchased","665","ATTN ZACHARY BEDFORD OPERATOR","PO BOX 246  116 S WILLIAM","MORAVIA","IA","52571","27-FEB-1979","29-JUN-2018"
"NY0501720","MORAVIA VILLAGE","New York","Local government","Ground water","1,950","VILLAGE OF MORAVIA","P.O. BOX 711","MORAVIA","NY","13118","29-JAN-1981","20-JUN-2018"
"KS2000116","MORAN, CITY OF","Kansas","Local government","Surface water purchased","517","339 N CEDAR","PO BOX 188","MORAN","KS","66755-0188","13-APR-1979","29-JUN-2018"
"NM3516218","MORA MDWCA","New Mexico","Local government","Ground water","1,100","-","P.O. Box 8","MORA","NM","87732","12-MAR-1980","21-JUN-2018"
"IL0895319","MOOSEHEART","Illinois","Private","Ground water","600","240 WEST JAMES J. DAVIS DRIVE","-","MOOSEHEART","IL","60539-1077","29-JUN-1981","13-JUN-2018"
"CA5610015","VENTURA CWWD NO. 19 - SOMIS","California","Local government","Surface water purchased","3,275","6767 Spring Road","PO Box 250","MOORPARK","CA","93020","22-MAR-1979","17-MAY-2018"
"CA5610018","VENTURA CWWD NO. 1 - MOORPARK","California","Local government","Surface water purchased","38,703","6767 Spring Road","PO Box 250","MOORPARK","CA","93020","22-MAR-1979","17-MAY-2018"
"CA5610003","VENTURA CWWD NO. 17 - BELL CANYON","California","Local government","Surface water purchased","2,049","6767 Spring Road","PO Box 250","MOORPARK","CA","93020","22-MAR-1979","17-MAY-2018"
"CA5610010","RIO PLAZA WATER CO INC","California","Private","Ground water","1,693","8698 Roseland Avenue","-","MOORPARK","CA","93021","22-MAR-1979","17-MAY-2018"
